"Journal","ISSN","EISSN","Web of Science","IF(2025)","IF(2024)","IF变化","JCR分区(学科)","中科院大类","中科院大类分区","Top期刊","中科院小类分区"
"Journal of Applied Nonlinear Dynamics","2164-6457","2164-6473","ESCI","0.8","0.8","0.0","Q3@ENGINEERING, MULTIDISCIPLINARY | Q4@MATHEMATICS, INTERDISCIPLINARY APPLICATIONS | Q4@PHYSICS, MULTIDISCIPLINARY","工程技术","4 [1099/1437]","","4 [112/179]@ENGINEERING, MULTIDISCIPLINARY 工程：综合 | 4 [129/136]@MATHEMATICS, INTERDISCIPLINARY APPLICATIONS 数学跨学科应用 | 4 [87/111]@PHYSICS, MULTIDISCIPLINARY 物理：综合"
"JOURNAL OF THE KANSAS ENTOMOLOGICAL SOCIETY","0022-8567","1937-2353","SCIE","0.8","0.3","0.5","Q3@ENTOMOLOGY","农林科学","4 [874/904]","","4 [109/109]@ENTOMOLOGY 昆虫学"
"Leukemia Research Reports","2213-0489","2213-0489","ESCI","0.8","0.9","-0.1","Q4@HEMATOLOGY | Q4@ONCOLOGY","医学","4 [4892/5603]","","4 [89/96]@HEMATOLOGY 血液学 | 4 [292/318]@ONCOLOGY 肿瘤学"
"Medwave","0717-6384","0717-6384","ESCI","0.8","0.8","0.0","Q3@MEDICINE, GENERAL & INTERNAL","医学","4 [4757/5603]","","4 [211/327]@MEDICINE, GENERAL & INTERNAL 医学：内科"
"MIKROBIYOLOJI BULTENI","0374-9096","0374-9096","SCIE","0.8","0.7","0.1","Q4@MICROBIOLOGY","医学","4 [4711/5603]","","4 [145/159]@MICROBIOLOGY 微生物学"
"PSYCHIATRIC ANNALS","0048-5713","1938-2456","SSCI","0.8","0.4","0.4","Q4@PSYCHIATRY","医学","4 [5414/5603]","","4 [270/277]@PSYCHIATRY 精神病学"
"Somnologie","1432-9123","1439-054X","ESCI","0.8","0.5","0.3","Q4@CLINICAL NEUROLOGY","医学","4 [5141/5603]","","4 [265/278]@CLINICAL NEUROLOGY 临床神经病学"
"Statistical Applications in Genetics and Molecular Biology","2194-6302","1544-6115","SCIE","0.8","0.4","0.4","Q4@BIOCHEMISTRY & MOLECULAR BIOLOGY | Q4@MATHEMATICAL & COMPUTATIONAL BIOLOGY | Q3@STATISTICS & PROBABILITY","数学","4 [790/815]","","4 [293/310]@BIOCHEMISTRY & MOLECULAR BIOLOGY 生化与分子生物学 | 4 [64/66]@MATHEMATICAL & COMPUTATIONAL BIOLOGY 数学与计算生物学 | 4 [161/166]@STATISTICS & PROBABILITY 统计学与概率论"
"ARYA Atherosclerosis","1735-3955","2251-6638","ESCI","0.8","0.6","0.2","Q4@CARDIAC & CARDIOVASCULAR SYSTEMS","医学","4 [4938/5603]","","4 [203/223]@CARDIAC & CARDIOVASCULAR SYSTEMS 心脏和心血管系统"
"Case Reports in Endocrinology","2090-6501","2090-651X","ESCI","0.8","0.9","-0.1","Q4@ENDOCRINOLOGY & METABOLISM","医学","4 [4583/5603]","","4 [159/184]@ENDOCRINOLOGY & METABOLISM 内分泌学与代谢"
"Ceylon Journal of Science","2513-2814","2513-230X","ESCI","0.8","","","Q3@MULTIDISCIPLINARY SCIENCES","","","",""
"Edma 0-6-Educacion Matematica en la Infancia","2254-8351","2254-8351","ESCI","0.8","0.2","0.6","Q3@EDUCATION & EDUCATIONAL RESEARCH","教育学","4 [750/840]","","4 [676/754]@EDUCATION & EDUCATIONAL RESEARCH 教育学和教育研究"
"FINANCE A UVER-CZECH JOURNAL OF ECONOMICS AND FINANCE","0015-1920","0015-1920","SSCI","0.8","0.7","0.1","Q4@BUSINESS, FINANCE","经济学","4 [722/765]","","4 [212/231]@BUSINESS, FINANCE 商业：财政与金融"
"Geodynamics","1992-142X","2519-2663","ESCI","0.8","0.3","0.5","Q4@GEOCHEMISTRY & GEOPHYSICS","地球科学","4 [429/575]","","4 [71/99]@GEOCHEMISTRY & GEOPHYSICS 地球化学与地球物理"
"Geographia Technica","1842-5135","2065-4421","ESCI","0.8","0.8","0.0","Q4@GEOGRAPHY, PHYSICAL | Q4@REMOTE SENSING","地球科学","4 [515/575]","","4 [56/63]@GEOGRAPHY, PHYSICAL 自然地理"
"Geology Geophysics and Environment","2299-8004","2353-0790","ESCI","0.8","0.9","-0.1","Q4@ENVIRONMENTAL SCIENCES | Q4@GEOSCIENCES, MULTIDISCIPLINARY","地球科学","4 [532/575]","","4 [340/357]@ENVIRONMENTAL SCIENCES 环境科学 | 4 [241/258]@GEOSCIENCES, MULTIDISCIPLINARY 地球科学：综合"
"Ingenius-Revista de Ciencia y Tecnologia","1390-650X","1390-860X","ESCI","0.8","0.6","0.2","Q3@ENGINEERING, MULTIDISCIPLINARY","工程技术","4 [1341/1437]","","4 [157/179]@ENGINEERING, MULTIDISCIPLINARY 工程：综合"
"International Journal of Decision Support System Technology","1941-6296","1941-630X","ESCI","0.8","0.7","0.1","Q4@COMPUTER SCIENCE, INFORMATION SYSTEMS","计算机科学","4 [668/758]","","4 [218/249]@COMPUTER SCIENCE, INFORMATION SYSTEMS 计算机：信息系统"
"International Journal of Diabetes in Developing Countries","0973-3930","1998-3832","SCIE","0.8","0.9","-0.1","Q4@ENDOCRINOLOGY & METABOLISM","医学","4 [4950/5603]","","4 [166/184]@ENDOCRINOLOGY & METABOLISM 内分泌学与代谢"
"International Journal of Maritime Engineering","1479-8751","1740-0716","SCIE","0.8","0.6","0.2","Q4@ENGINEERING, MARINE","工程技术","4 [1274/1437]","","4 [23/26]@ENGINEERING, MARINE 工程：海洋"
"Journal of Biological Research-Thessaloniki","1790-045X","2241-5793","SCIE","0.8","0.6","0.2","Q4@BIOLOGY","生物学","4 [864/1091]","","4 [77/109]@BIOLOGY 生物学"
"Journal of Language and Cultural Education","1339-4045","1339-4584","ESCI","0.8","0.3","0.5","Q3@EDUCATION & EDUCATIONAL RESEARCH","教育学","4 [737/840]","","4 [667/754]@EDUCATION & EDUCATIONAL RESEARCH 教育学和教育研究"
"Journal of Research in Pharmacy","2630-6344","2630-6344","ESCI","0.8","0.7","0.1","Q4@PHARMACOLOGY & PHARMACY","医学","4 [5152/5603]","","4 [325/350]@PHARMACOLOGY & PHARMACY 药学"
"Journal of Sport and Health Research","1989-6239","1989-6239","ESCI","0.8","1","-0.2","Q4@HOSPITALITY, LEISURE, SPORT & TOURISM","管理学","4 [881/1025]","","4 [122/139]@HOSPITALITY, LEISURE, SPORT & TOURISM 酒店、休闲、体育与旅游"
"Jurnal Kejuruteraan","0128-0198","2289-7526","ESCI","0.8","0.6","0.2","Q3@ENGINEERING, MULTIDISCIPLINARY","工程技术","4 [1305/1437]","","4 [151/179]@ENGINEERING, MULTIDISCIPLINARY 工程：综合"
"Madera y Bosques","1405-0471","2448-7597","SCIE","0.8","0.6","0.2","Q4@FORESTRY","农林科学","4 [826/904]","","4 [83/89]@FORESTRY 林学"
"Nephrologie & Therapeutique","1769-7255","1872-9177","SCIE","0.8","0.7","0.1","Q4@UROLOGY & NEPHROLOGY","医学","4 [4868/5603]","","4 [116/126]@UROLOGY & NEPHROLOGY 泌尿学与肾脏学"
"Plant Science Today","2348-1900","2348-1900","ESCI","0.8","0.8","0.0","Q4@PLANT SCIENCES","生物学","4 [1014/1091]","","4 [248/265]@PLANT SCIENCES 植物科学"
"Sains Malaysiana","0126-6039","N/A","SCIE","0.8","0.8","0.0","Q3@MULTIDISCIPLINARY SCIENCES","","","",""
"VIE ET MILIEU-LIFE AND ENVIRONMENT","0240-8759","N/A","SCIE","0.8","0.2","0.6","Q4@ECOLOGY | Q4@MARINE & FRESHWATER BIOLOGY","","","",""
"Vietnam Journal of Computer Science","2196-8888","2196-8896","ESCI","0.8","1.1","-0.3","Q4@COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE | Q4@COMPUTER SCIENCE, INFORMATION SYSTEMS | Q4@COMPUTER SCIENCE, THEORY & METHODS","计算机科学","4 [657/758]","","4 [181/196]@COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE 计算机：人工智能 | 4 [213/249]@COMPUTER SCIENCE, INFORMATION SYSTEMS 计算机：信息系统 | 4 [135/143]@COMPUTER SCIENCE, THEORY & METHODS 计算机：理论方法"
"Accounting History Review","2155-2851","2155-286X","ESCI","0.8","1.3","-0.5","Q4@BUSINESS","管理学","4 [888/1025]","","4 [273/302]@BUSINESS 商业：管理"
"Agrociencia Uruguay","N/A","2730-5066","ESCI","0.8","71.5","-70.7","Q4@AGRONOMY","农林科学","4 [793/904]","","4 [107/127]@AGRONOMY 农艺学"
"Annali di Botanica","0365-0812","2239-3129","SCIE","0.8","0.6","0.2","Q4@ENVIRONMENTAL SCIENCES | Q4@PLANT SCIENCES","生物学","4 [921/1091]","","4 [303/357]@ENVIRONMENTAL SCIENCES 环境科学 | 4 [218/265]@PLANT SCIENCES 植物科学"
"Asia Pacific Journal of Counselling and Psychotherapy","2150-7686","2150-7708","ESCI","0.8","0.5","0.3","Q4@PSYCHOLOGY, CLINICAL","心理学","4 [616/657]","","4 [172/179]@PSYCHOLOGY, CLINICAL 心理学：临床"
"Asian Journal of Agriculture and Development","1656-4383","1656-4383","ESCI","0.8","0.5","0.3","Q4@AGRONOMY","农林科学","4 [701/904]","","4 [92/127]@AGRONOMY 农艺学"
"Floresta e Ambiente","2179-8087","2179-8087","ESCI","0.8","0.4","0.4","Q4@FORESTRY","农林科学","4 [774/904]","","4 [77/89]@FORESTRY 林学"
"INDIAN JOURNAL OF CANCER","0019-509X","1998-4774","SCIE","0.8","1.1","-0.3","Q4@ONCOLOGY","医学","4 [4515/5603]","","4 [278/318]@ONCOLOGY 肿瘤学"
"INDIAN JOURNAL OF FIBRE & TEXTILE RESEARCH","0971-0426","0975-1025","SCIE","0.8","0.6","0.2","Q4@MATERIALS SCIENCE, TEXTILES","工程技术","4 [1177/1437]","","4 [23/30]@MATERIALS SCIENCE, TEXTILES 材料科学：纺织"
"Integrative Medicine Reports","N/A","2768-3222","ESCI","0.8","71.5","-70.7","Q4@INTEGRATIVE & COMPLEMENTARY MEDICINE","","","",""
"International Journal of Business Performance Management","1368-4892","1741-5039","ESCI","0.8","0.8","0.0","Q4@MANAGEMENT","管理学","4 [923/1025]","","4 [366/404]@MANAGEMENT 管理学"
"International Journal of Rotating Machinery","1023-621X","1542-3034","ESCI","0.8","1","-0.2","Q4@ENGINEERING, MECHANICAL","工程技术","4 [984/1437]","","4 [141/181]@ENGINEERING, MECHANICAL 工程：机械"
"Journal of Agricultural Sciences","1391-9318","2386-1363","ESCI","0.8","0.7","0.1","Q3@AGRICULTURE, MULTIDISCIPLINARY","农林科学","4 [740/904]","","4 [60/88]@AGRICULTURE, MULTIDISCIPLINARY 农业综合"
"Language and Sociocultural Theory","2051-9699","2051-9702","ESCI","0.8","0.6","0.2","Q3@LINGUISTICS","文学","4 [595/1193]","","4 [227/294]@LINGUISTICS 语言学"
"NEUROLOGY INDIA","0028-3886","1998-4022","SCIE","0.8","0.8","0.0","Q4@NEUROSCIENCES","医学","4 [4427/5603]","","4 [284/309]@NEUROSCIENCES 神经科学"
"POWDER METALLURGY AND METAL CERAMICS","1068-1302","1573-9066","SCIE","0.8","0.6","0.2","Q4@MATERIALS SCIENCE, CERAMICS | Q4@METALLURGY & METALLURGICAL ENGINEERING","材料科学","4 [403/495]","","4 [23/31]@MATERIALS SCIENCE, CERAMICS 材料科学：硅酸盐 | 4 [71/94]@METALLURGY & METALLURGICAL ENGINEERING 冶金工程"
"Research Reports in Clinical Cardiology","1179-8475","1179-8475","ESCI","0.8","0.5","0.3","Q4@CARDIAC & CARDIOVASCULAR SYSTEMS","医学","4 [4370/5603]","","4 [184/223]@CARDIAC & CARDIOVASCULAR SYSTEMS 心脏和心血管系统"
"Revista Mexicana de Biodiversidad","1870-3453","2007-8706","SCIE","0.8","0.9","-0.1","Q4@BIODIVERSITY CONSERVATION","环境科学与生态学","4 [430/504]","","4 [66/75]@BIODIVERSITY CONSERVATION 生物多样性保护"
"Revista Virtual Universidad Catolica del Norte","0124-5821","2389-7333","ESCI","0.8","0.7","0.1","Q3@SOCIAL SCIENCES, INTERDISCIPLINARY","社会学","4 [1579/2039]","","4 [185/263]@SOCIAL SCIENCES, INTERDISCIPLINARY 社会科学：跨领域"
"Russian Physics Journal","1064-8887","1573-9228","SCIE","0.8","0.4","0.4","Q4@PHYSICS, MULTIDISCIPLINARY","物理与天体物理","4 [377/406]","","4 [99/111]@PHYSICS, MULTIDISCIPLINARY 物理：综合"
"Scientia Medica","1806-5562","1980-6108","ESCI","0.8","0.1","0.7","Q3@MEDICINE, GENERAL & INTERNAL","医学","4 [5406/5603]","","4 [287/327]@MEDICINE, GENERAL & INTERNAL 医学：内科"
"tm-Technisches Messen","0171-8096","2196-7113","SCIE","0.8","0.7","0.1","Q4@INSTRUMENTS & INSTRUMENTATION","工程技术","4 [1048/1437]","","4 [66/76]@INSTRUMENTS & INSTRUMENTATION 仪器仪表"
"ACTA MEDICA OKAYAMA","0386-300X","0386-300X","SCIE","0.8","0.6","0.2","Q4@MEDICINE, RESEARCH & EXPERIMENTAL","医学","4 [4744/5603]","","4 [161/188]@MEDICINE, RESEARCH & EXPERIMENTAL 医学：研究与实验"
"ARCHIVES OF METALLURGY AND MATERIALS","1733-3490","2300-1909","SCIE","0.8","0.7","0.1","Q4@METALLURGY & METALLURGICAL ENGINEERING","材料科学","4 [411/495]","","4 [75/94]@METALLURGY & METALLURGICAL ENGINEERING 冶金工程"
"ASTRONOMY REPORTS","1063-7729","1562-6881","SCIE","0.8","0.7","0.1","Q4@ASTRONOMY & ASTROPHYSICS","物理与天体物理","4 [343/406]","","4 [70/84]@ASTRONOMY & ASTROPHYSICS 天文与天体物理"
"BIOMEDICAL PAPERS-OLOMOUC","1213-8118","1804-7521","SCIE","0.8","0.7","0.1","Q4@MEDICINE, RESEARCH & EXPERIMENTAL","医学","4 [4658/5603]","","4 [160/188]@MEDICINE, RESEARCH & EXPERIMENTAL 医学：研究与实验"
"Clinical Diabetology","2450-8187","2450-8187","ESCI","0.8","0.7","0.1","Q4@ENDOCRINOLOGY & METABOLISM","医学","4 [5198/5603]","","4 [172/184]@ENDOCRINOLOGY & METABOLISM 内分泌学与代谢"
"Communications in Information and Systems","1526-7555","2163-4548","ESCI","0.8","0.8","0.0","Q4@COMPUTER SCIENCE, INFORMATION SYSTEMS","计算机科学","4 [627/758]","","4 [207/249]@COMPUTER SCIENCE, INFORMATION SYSTEMS 计算机：信息系统"
"Environmental Engineering and Management Journal","1582-9596","1843-3707","SCIE","0.8","0.9","-0.1","Q4@ENVIRONMENTAL SCIENCES","环境科学与生态学","4 [463/504]","","4 [335/357]@ENVIRONMENTAL SCIENCES 环境科学"
"INTERNATIONAL JOURNAL OF OFFSHORE AND POLAR ENGINEERING","1053-5381","1053-5381","SCIE","0.8","0.6","0.2","Q4@ENGINEERING, CIVIL | Q4@ENGINEERING, MECHANICAL | Q4@ENGINEERING, OCEAN","工程技术","4 [1076/1437]","","4 [141/180]@ENGINEERING, CIVIL 工程：土木 | 4 [152/181]@ENGINEERING, MECHANICAL 工程：机械 | 4 [14/18]@ENGINEERING, OCEAN 工程：大洋"
"Journal of Rural and Community Development","1712-8277","1712-8277","ESCI","0.8","0.5","0.3","Q4@DEVELOPMENT STUDIES","经济学","4 [635/765]","","4 [61/63]@DEVELOPMENT STUDIES 发展研究"
"JOURNAL OF THE PAKISTAN MEDICAL ASSOCIATION","0030-9982","0030-9982","SCIE","0.8","0.8","0.0","Q3@MEDICINE, GENERAL & INTERNAL | Q4@MEDICINE, RESEARCH & EXPERIMENTAL","医学","4 [4748/5603]","","4 [210/327]@MEDICINE, GENERAL & INTERNAL 医学：内科 | 4 [162/188]@MEDICINE, RESEARCH & EXPERIMENTAL 医学：研究与实验"
"Kvasny Prumysl","N/A","2570-8619","ESCI","0.8","71.5","-70.7","Q4@FOOD SCIENCE & TECHNOLOGY","农林科学","4 [722/904]","","4 [148/173]@FOOD SCIENCE & TECHNOLOGY 食品科技"
"PHYSICS TEACHER","0031-921X","1943-4928","SCIE","0.8","0.6","0.2","Q3@EDUCATION, SCIENTIFIC DISCIPLINES | Q4@PHYSICS, MULTIDISCIPLINARY","教育学","4 [739/840]","","4 [76/86]@EDUCATION, SCIENTIFIC DISCIPLINES 学科教育 | 4 [82/111]@PHYSICS, MULTIDISCIPLINARY 物理：综合"
"Radiophysics and Quantum Electronics","0033-8443","1573-9120","SCIE","0.8","0.7","0.1","Q4@ENGINEERING, ELECTRICAL & ELECTRONIC | Q4@PHYSICS, APPLIED | Q4@PHYSICS, FLUIDS & PLASMAS","物理与天体物理","4 [317/406]","","4 [298/352]@ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气 | 4 [152/178]@PHYSICS, APPLIED 物理：应用 | 4 [39/40]@PHYSICS, FLUIDS & PLASMAS 物理：流体与等离子体"
"SICE Journal of Control Measurement and System Integration","1882-4889","1884-9970","ESCI","0.8","0.5","0.3","Q4@AUTOMATION & CONTROL SYSTEMS | Q4@ENGINEERING, ELECTRICAL & ELECTRONIC","","","",""
"TELOPEA","0312-9764","2200-4025","SCIE","0.8","0.6","0.2","Q4@PLANT SCIENCES","生物学","4 [917/1091]","","4 [216/265]@PLANT SCIENCES 植物科学"
"Acta Endocrinologica-Bucharest","1841-0987","1843-066X","SCIE","0.8","0.7","0.1","Q4@ENDOCRINOLOGY & METABOLISM","医学","4 [4835/5603]","","4 [163/184]@ENDOCRINOLOGY & METABOLISM 内分泌学与代谢"
"AME Medical Journal","N/A","2520-0518","ESCI","0.8","71.5","-70.7","Q3@MEDICINE, GENERAL & INTERNAL","","","",""
"ATA Journal of Legal Tax Research","1543-866X","1543-866X","ESCI","0.8","0.5","0.3","Q4@BUSINESS, FINANCE","","","",""
"CHEMISTRY AND TECHNOLOGY OF FUELS AND OILS","0009-3092","1573-8310","SCIE","0.8","0.7","0.1","Q4@ENERGY & FUELS | Q4@ENGINEERING, CHEMICAL | Q3@ENGINEERING, PETROLEUM","工程技术","4 [1284/1437]","","4 [157/171]@ENERGY & FUELS 能源与燃料 | 4 [147/169]@ENGINEERING, CHEMICAL 工程：化工 | 4 [18/24]@ENGINEERING, PETROLEUM 工程：石油"
"ECOLOGY LAW QUARTERLY","0046-1121","0046-1121","SSCI","0.8","0.3","0.5","Q4@ENVIRONMENTAL STUDIES | Q2@LAW","社会学","4 [1703/2039]","","4 [168/183]@ENVIRONMENTAL STUDIES 环境研究 | 4 [345/427]@LAW 法学"
"Educatio Siglo XXI","1699-2105","1989-466X","ESCI","0.8","0.4","0.4","Q3@EDUCATION & EDUCATIONAL RESEARCH","教育学","4 [721/840]","","4 [652/754]@EDUCATION & EDUCATIONAL RESEARCH 教育学和教育研究"
"FLUORIDE","0015-4725","2253-4083","SCIE","0.8","0.6","0.2","Q4@PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH | Q4@TOXICOLOGY","医学","4 [5379/5603]","","4 [396/404]@PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH 公共卫生、环境卫生与职业卫生 | 4 [105/106]@TOXICOLOGY 毒理学"
"INSIGHT","1354-2575","1754-4904","SCIE","0.8","1","-0.2","Q4@INSTRUMENTS & INSTRUMENTATION | Q4@MATERIALS SCIENCE, CHARACTERIZATION & TESTING","工程技术","4 [1178/1437]","","4 [73/76]@INSTRUMENTS & INSTRUMENTATION 仪器仪表 | 4 [32/38]@MATERIALS SCIENCE, CHARACTERIZATION & TESTING 材料科学：表征与测试"
"Jordan Journal of Electrical Engineering","2409-9600","2409-9619","ESCI","0.8","0.7","0.1","Q4@COMPUTER SCIENCE, INFORMATION SYSTEMS | Q4@ENGINEERING, ELECTRICAL & ELECTRONIC","工程技术","4 [1100/1437]","","4 [220/249]@COMPUTER SCIENCE, INFORMATION SYSTEMS 计算机：信息系统 | 4 [314/352]@ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气"
"Journal of Medical Devices-Transactions of the ASME","1932-6181","1932-619X","SCIE","0.8","0.7","0.1","Q4@ENGINEERING, BIOMEDICAL","医学","4 [4741/5603]","","4 [107/120]@ENGINEERING, BIOMEDICAL 工程：生物医学"
"Mechanika","1392-1207","2029-6983","SCIE","0.8","0.7","0.1","Q4@MECHANICS","工程技术","4 [1221/1437]","","4 [163/171]@MECHANICS 力学"
"Multiagent and Grid Systems","1574-1702","1875-9076","ESCI","0.8","0.4","0.4","Q4@COMPUTER SCIENCE, THEORY & METHODS","计算机科学","4 [681/758]","","4 [138/143]@COMPUTER SCIENCE, THEORY & METHODS 计算机：理论方法"
"Scientia Sinica-Physica Mechanica & Astronomica","1674-7275","2095-9478","ESCI","0.8","0.5","0.3","Q4@ASTRONOMY & ASTROPHYSICS | Q4@PHYSICS, MULTIDISCIPLINARY","物理与天体物理","3 [200/406]","","3 [45/84]@ASTRONOMY & ASTROPHYSICS 天文与天体物理 | 3 [52/111]@PHYSICS, MULTIDISCIPLINARY 物理：综合"
"Water Resources","0097-8078","1608-344X","SCIE","0.8","0.8","0.0","Q4@WATER RESOURCES","环境科学与生态学","4 [452/504]","","4 [112/124]@WATER RESOURCES 水资源"
"ACTA PROTOZOOLOGICA","0065-1583","1689-0027","SCIE","0.8","1.2","-0.4","Q4@MICROBIOLOGY","生物学","4 [873/1091]","","4 [142/159]@MICROBIOLOGY 微生物学"
"ANASTHESIOLOGIE & INTENSIVMEDIZIN","0170-5334","1439-0256","SCIE","0.8","0.5","0.3","Q4@ANESTHESIOLOGY | Q4@CRITICAL CARE MEDICINE","医学","4 [5266/5603]","","4 [61/64]@ANESTHESIOLOGY 麻醉学 | 4 [54/56]@CRITICAL CARE MEDICINE 危重病医学"
"Archives of Foundry Engineering","1897-3310","2299-2944","ESCI","0.8","0.6","0.2","Q4@METALLURGY & METALLURGICAL ENGINEERING","材料科学","4 [430/495]","","4 [83/94]@METALLURGY & METALLURGICAL ENGINEERING 冶金工程"
"Asia Marketing Journal","1598-7868","2765-6500","ESCI","0.8","0.5","0.3","Q4@BUSINESS","","","",""
"COMPTES RENDUS BIOLOGIES","1631-0691","1768-3238","SCIE","0.8","0.6","0.2","Q4@BIOLOGY","生物学","4 [1015/1091]","","4 [94/109]@BIOLOGY 生物学"
"DEFENCE SCIENCE JOURNAL","0011-748X","0976-464X","SCIE","0.8","0.7","0.1","Q3@MULTIDISCIPLINARY SCIENCES","工程技术","4 [1088/1437]","","4 [93/131]@MULTIDISCIPLINARY SCIENCES 综合性期刊"
"GE Portuguese Journal of Gastroenterology","2341-4545","2387-1954","ESCI","0.8","0.6","0.2","Q4@GASTROENTEROLOGY & HEPATOLOGY","医学","4 [4414/5603]","","4 [119/143]@GASTROENTEROLOGY & HEPATOLOGY 胃肠肝病学"
"INMATEH-Agricultural Engineering","2068-4215","2068-2239","ESCI","0.8","0.7","0.1","Q4@AGRICULTURAL ENGINEERING","农林科学","4 [748/904]","","4 [17/19]@AGRICULTURAL ENGINEERING 农业工程"
"International Journal of Multimedia Data Engineering & Management","1947-8534","1947-8542","ESCI","0.8","0.5","0.3","Q4@COMPUTER SCIENCE, SOFTWARE ENGINEERING","计算机科学","4 [671/758]","","4 [124/131]@COMPUTER SCIENCE, SOFTWARE ENGINEERING 计算机：软件工程"
"INTERNATIONAL JOURNAL OF ROBOTICS & AUTOMATION","0826-8185","1925-7090","SCIE","0.8","1","-0.2","Q4@AUTOMATION & CONTROL SYSTEMS | Q4@ROBOTICS","计算机科学","4 [721/758]","","4 [78/83]@AUTOMATION & CONTROL SYSTEMS 自动化与控制系统 | 4 [44/47]@ROBOTICS 机器人学"
"Jurnal Pendidikan Fisika Indonesia-Indonesian Journal of Physics Education","1693-1246","2355-3812","ESCI","0.8","0.4","0.4","Q3@EDUCATION, SCIENTIFIC DISCIPLINES","教育学","4 [801/840]","","4 [81/86]@EDUCATION, SCIENTIFIC DISCIPLINES 学科教育"
"Management-Journal of Contemporary Management Issues","1331-0194","1846-3363","ESCI","0.8","0.5","0.3","Q4@MANAGEMENT","管理学","4 [867/1025]","","4 [354/404]@MANAGEMENT 管理学"
"Methaodos-Revista de Ciencias Sociales","2340-8413","2340-8413","ESCI","0.8","0.6","0.2","Q3@SOCIOLOGY","社会学","4 [1756/2039]","","4 [203/216]@SOCIOLOGY 社会学"
"Nafta-Gaz","0867-8871","0867-8871","ESCI","0.8","0.3","0.5","Q3@ENGINEERING, PETROLEUM","工程技术","4 [1377/1437]","","4 [22/24]@ENGINEERING, PETROLEUM 工程：石油"
"Open Access Journal of Clinical Trials","1179-1519","1179-1519","ESCI","0.8","1","-0.2","Q4@MEDICINE, RESEARCH & EXPERIMENTAL","医学","4 [4344/5603]","","4 [150/188]@MEDICINE, RESEARCH & EXPERIMENTAL 医学：研究与实验"
"QUEUEING SYSTEMS","0257-0130","1572-9443","SCIE","0.8","0.7","0.1","Q4@COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS | Q4@OPERATIONS RESEARCH & MANAGEMENT SCIENCE","工程技术","3 [529/1437]","","4 [102/172]@COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS 计算机：跨学科应用 | 4 [60/106]@OPERATIONS RESEARCH & MANAGEMENT SCIENCE 运筹学与管理科学"
"Revista de Urbanismo","0717-5051","0717-5051","ESCI","0.8","0.7","0.1","Q4@URBAN STUDIES","经济学","4 [654/765]","","4 [67/77]@URBAN STUDIES 城市研究"
"Revista INVI","0718-1299","0718-8358","ESCI","0.8","1.1","-0.3","Q4@URBAN STUDIES","经济学","4 [515/765]","","4 [55/77]@URBAN STUDIES 城市研究"
"SPIN","2010-3247","2010-3255","SCIE","0.8","0.7","0.1","Q4@PHYSICS, APPLIED","物理与天体物理","4 [289/406]","","4 [141/178]@PHYSICS, APPLIED 物理：应用"
"Composites-Mechanics Computations Applications","2152-2057","2152-2073","ESCI","0.8","0.4","0.4","Q4@MECHANICS","工程技术","4 [1367/1437]","","4 [169/171]@MECHANICS 力学"
"INTEGRATED FERROELECTRICS","1058-4587","1607-8489","SCIE","0.8","0.7","0.1","Q4@ENGINEERING, ELECTRICAL & ELECTRONIC | Q4@PHYSICS, APPLIED | Q4@PHYSICS, CONDENSED MATTER","工程技术","4 [1222/1437]","","4 [329/352]@ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气 | 4 [170/178]@PHYSICS, APPLIED 物理：应用 | 4 [72/78]@PHYSICS, CONDENSED MATTER 物理：凝聚态物理"
